,review,label
7591,"long movie , dull stretches , entirely much focus meal preparation igloo construction",0
7592,"little dread apprehension , though like creepy ideas , executed anything perfunctory skill",0
7593,' fun lite,1
7594,"big , gorgeous , sprawling swashbuckler delivers diversions grand , uncomplicated fashion",1
7595,overall effect less like children ' movie recruitment film future hollywood sellouts,0
7596,"trite , banal , cliched , mostly inoffensive",0
7597,"much facile technique , cute ideas , little movie",1
7598,"chilling , well acted , finely directed david jacobson ' dahmer",1
7599,"visually rather stunning , ultimately handsome looking bore , true creativity would hide treasure planet entirely completely reimagine",0
7600,movie successfully crushes best selling novel timeframe mandates avoid godzilla sized soda,1
7601,"<number> year old benigni appears title character , find longing block wood come back",0
7602,"taken stylish energetic one shot , queen damned said suck",1
7603,least one scene disgusting viewers may hard pressed retain lunch,0
7604,"movie infectious exuberance engage anyone passing interest skate surf culture , l beach scene imaginative lrb sometimes illegal rrb ways kids make playground refuse adults",1
7605,corpus collosum undeniably interesting wore welcome well end credits rolled <number> minutes,0
7606,"illuminating documentary transcends preconceived vision holy land inhabitants , revealing human complexities beneath",1
7607,trademark american triteness simplicity tossed window intelligent french drama deftly explores difficult relationship father son,1
7608,villeneuve spends much time wallowing bibi ' generic angst lrb lot shots gazing windows rrb,0
7609,"<number> missing script even elemental literacy , inkling genuine wit , anything resembling acting",0
7610,"two leads , lathan diggs charming chemistry friends lovers",1
7611,"like leon , ' frustrating still oddly likable",1
7612,"stomach rough content , ' worth checking performances alone",1
7613,"' really one good idea movie , director runs presents unforgettable visual panache",1
7614,leaves hole center salton sea,0
7615,"' tremendous energy cast , sense playfulness excitement seems appropriate",1
7616,director andrew niccol demonstrates wry understanding quirks fame,1
7617,"try may , ca n't think single good reason see movie , even though everyone group extemporaneously shouted , ` thank ! '",0
7618,"shaky close ups turkey rolls , stubbly chins , liver spots , red noses filmmakers new bobbed draw easy chuckles lead nowhere",0
7619,"utterly lacking charm , wit invention , roberto benigni ' pinocchio astonishingly bad film",0
7620,"proof epicenter cool , beautiful , thought provoking foreign cinema smack dab middle dubya ' axis evil",1
7621,adults theater ?,0
7622,"miller playing free emotions , fact children hostages fortune , makes audience hostage swaggering affectation seriousness",1
7623,piece plays well thanks large measure anspaugh ' three lead actresses,1
7624,better message ` love thyself ' could young women size receive ?,1
7625,enjoy thoughtful comedies interesting conflicted characters one,1
7626,"' like every bad idea ' ever gone school special compiled one place , minus daytime programs ' slickness sophistication lrb knew even ? rrb",0
7627,movie beautiful behold engages one sense epic struggle inner outer ' rare hollywood ' hastier productions,1
7628,' enough justify almost two hours,0
7629,"although huppert ' intensity focus raw exhilaration , piano teacher anything fun",0
7630,nothing sacred gut buster,0
7631,"tender , heartfelt family drama",1
7632,nothing scary except awful acting lame special effects,0
7633,made want wrench eyes head toss screen,0
7634,"power lrb subjects rrb obscured majority film shows stationary camera subject could mistaken giving public oration , rather contributing film ' narrative",0
7635,"suffocated fussy script uptight characters , musty adaptation annoying since ' packaged sold back us hollywood",0
7636,reign fire looks made without much thought best watched way,1
7637,"acting , costumes , music , cinematography sound astounding given production ' austere locales",1
7638,n't even madonna ' swept away,0
7639,"coda every sense , pinochet case splits time minute minute account british court ' extradition chess game regime ' talking head survivors",1
7640,brilliantly explores conflict following one ' heart following demands tradition,1
7641,like could n't smell turkey rotting miles away,0
7642,involves two mysteries one gives away featuring badly drawn characters outcome hardly matters,0
7643,' say star director big problems,0
7644,"lrb director rrb o'fallon manages put lovely pictures big screen , skill telling story also contributed screenplay falls short",0
7645,problem film lacks focus,0
7646,"whole , movie lacks wit , feeling believability compensate incessant coarseness banality",0
7647,magnificent drama well worth tracking,1
7648,"perceptive vision nascent industrialized world politics new art form , far clunky , didactic saddled scenes seem simply ill fit movie",0
7649,"writhing wailing , tears , rage opium overdoses , ' sense actual passion washed away love ' dissolution",0
7650,' offbeat treat pokes fun democratic exercise also examining significance take part,1
7651,old form moviemaking best,1
7652,sometimes tedious film,0
7653,"gorgeous , witty , seductive movie",1
7654,"moody , heartbreaking , filmed natural , unforced style makes characters seem entirely convincing even script",1
7655,nightmare date half formed wit done great disservice lack critical distance sad trust liberal arts college bumper sticker platitudes,0
7656,late marriage ' stiffness unlikely demonstrate emotional clout sweep u viewers feet,0
7657,movie reminds us exciting satisfying fantasy cinema ' approached imagination flair,1
7658,still jingles pocket,1
7659,' chemistry women droll scene stealing wit wolfish pessimism anna chancellor makes ` ` two weddings funeral ' ' fun,1
7660,drags interminably ' like watching miserable relationship unfold real time,0
7661,wants tweak taste tangy new humor,1
7662,unclassifiably awful study self audience abuse,0
7663,comes uncomfortably close coasting treads bicycle thief,0
7664,n't know music appreciate film ' easygoing blend comedy romance,1
7665,film makes fatal mistake asks us care young man whose apparent virtue quite unpleasant people life,0
7666,"grip even viewers n't interested rap , cuts heart american society unnerving way",1
7667,"challenging , intermittently engrossing unflaggingly creative",1
7668,"expect old , lame old slasher nonsense , different scenery",0
7669,tries add spice quirky sentiments taste familiar,0
7670,"resident evil games may set new standards thrills , suspense , gore video games , movie really succeeds third",0
7671,"beautifully observed , miraculously unsentimental comedy drama",1
7672,solid film conscientious truly stirring,1
7673,stealing harvard aspires comedic grand larceny stands convicted nothing petty theft time,0
7674,good old fashioned slash hack back !,1
7675,movie real anarchic flair,1
7676,' one pussy ass world even killer thrillers revolve around group therapy sessions,0
7677,"characters still need function according set believable comprehensible impulses , matter many drugs much artistic license avary employs",0
7678,"densely constructed , highly referential film , audacious return form comfortably sit among jean luc godard ' finest work",1
